"q_id","url_id","corpus","source_type","community","thread_id","thread_title","thread_url","unit_type","source_url","unique_author_id","date_posted","date_retrieved","thread_score","unit_score","star_rating","is_purchaser_source","tier","recipe_id","harvester_id","exact_quote","exact_passage","opening_first_sentence","opening_first_2_5","translation","reading_grade","pb_ids","population_id","population_tags","time_with_problem","severity","onset_trigger","current_stage","solutions_tried","progress","life_context","tags","solution_status","awareness_stage","awareness_ref","speaker_stage","speaker_locator","evidence_class","as_ids","fs_id","cluster_ids","stamps","notes"
"Q-F-0011","PB-01/URL-02","MARKET_VOC","forum","community.shopify.com","192077","Is there a simple way to understand Shopify?","https://community.shopify.com/t/is-there-a-simple-way-to-understand-shopify/192077","comment","https://community.shopify.com/t/is-there-a-simple-way-to-understand-shopify/192077","ld2345","2024-04-17","2026-09-24","NULL","NULL","NULL","N","[R-PAGE via Exa]","RC-EXA","HV-PB-01","numerous chats, bots, and emails only wastes time","I am stuck with trying to get the storefront up and running. I can't even replace the image that comes up on the freebie site. Numerous chats, bots, and emails only wastes time with never an answer to the basic question: how can I use my images in the front page.","I am stuck with trying to get the storefront up and running.","NULL","NULL","6","PB-01","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","pain|symptom|objection","NULL","AW-2","Shopify (own platform)","NULL","stuck on basic image swap, support unhelpful","VERBATIM_VOC","NULL","NULL","NULL","NULL","NULL; merged_from: PB-01/Q-F-0011"
"Q-F-0012","PB-01/URL-02","MARKET_VOC","forum","community.shopify.com","192077","Is there a simple way to understand Shopify?","https://community.shopify.com/t/is-there-a-simple-way-to-understand-shopify/192077","comment","https://community.shopify.com/t/is-there-a-simple-way-to-understand-shopify/192077","TheCauldron","2024-08-09","2026-09-24","NULL","NULL","NULL","N","[R-PAGE via Exa]","RC-EXA","HV-PB-01","I'm tech savvy and competent. I cannot find a simple step by step","I've been trying to set up shopify for over a week. I'm tech savvy and competent. I cannot find a simple step by step. It's intensely time consuming and aggravating.","I've been trying to set up shopify for over a week.","NULL","NULL","6","PB-01","NULL","NULL","over a week","NULL","NULL","NULL","NULL","NULL","NULL","pain|emotion:frustrated|time_with_problem","NULL","AW-2","Shopify (own platform)","NULL","tech-savvy but still stuck a week in","VERBATIM_VOC","NULL","NULL","NULL","NULL","NULL; merged_from: PB-01/Q-F-0012"
"Q-F-0013","PB-01/URL-02","MARKET_VOC","forum","community.shopify.com","192077","Is there a simple way to understand Shopify?","https://community.shopify.com/t/is-there-a-simple-way-to-understand-shopify/192077","comment","https://community.shopify.com/t/is-there-a-simple-way-to-understand-shopify/192077","PeterGiles1","2024-10-17","2026-09-24","NULL","NULL","NULL","N","[R-PAGE via Exa]","RC-EXA","HV-PB-01","10 weeks on simple tasks that the system doesn't verify","I've spent 10 weeks on simple tasks that the system of Shopify doesn't verify or puts info into boxes where they are obscured by stupid headings. Just performing one task is a marathon of reading.","I've spent 10 weeks on simple tasks that the system doesn't verify.","NULL","NULL","6","PB-01","NULL","NULL","10 weeks","NULL","NULL","NULL","NULL","NULL","NULL","pain|time_with_problem|consequence","NULL","AW-2","Shopify (own platform)","NULL","10 weeks in, still on simple tasks","VERBATIM_VOC","NULL","NULL","NULL","NULL","NULL; merged_from: PB-01/Q-F-0013"
"Q-F-0014","PB-01/URL-02","MARKET_VOC","forum","community.shopify.com","192077","Is there a simple way to understand Shopify?","https://community.shopify.com/t/is-there-a-simple-way-to-understand-shopify/192077","comment","https://community.shopify.com/t/is-there-a-simple-way-to-understand-shopify/192077","ld2345","2024-10-18","2026-09-24","NULL","NULL","NULL","N","[R-PAGE via Exa]","RC-EXA","HV-PB-01","No wonder people give up","I spent months here on trying over and over again to get a site going. Got stuck numerous times. No wonder people give up. The techies out there are the only ones who understand this. So good luck.","I spent months here on trying over and over again to get a site going.","NULL","NULL","6","PB-01","NULL","NULL","months","NULL","NULL","NULL","NULL","NULL","NULL","pain|consequence|horror_story|deeper_hope","TRIED-FAILED","AW-2","Shopify (own platform)","NULL","months of failed attempts, near giving up","VERBATIM_VOC","NULL","NULL","NULL","NULL","NULL; merged_from: PB-01/Q-F-0014"
"Q-E-0001","PB-01/URL-15","PRODUCT_TRUTH","trustpilot","ecomxpertz.com","ecomxpertz.com","Ecomxpertz Reviews","https://www.trustpilot.com/review/ecomxpertz.com","review","https://www.trustpilot.com/review/ecomxpertz.com","Elyon Ventures","2026-02-27","2026-09-24","NULL","NULL","5","Y","[R-PAGE via Exa]","RC-EXA","HV-PB-01","revenue grew 5.4 times within the seven months","My e-commerce business dream started and continues to grow with EcomXpertz. I've been working with them since 2022. They make the logistics process much smoother. AMAN IS A BEAST!!!! When he took over my Amazon store, our revenue grew 5.4 times within the seven months.","My e-commerce business dream started and continues to grow with EcomXpertz.","NULL","NULL","6","PB-01","CP-05","CP-05","NULL","NULL","NULL","NULL","NULL","NULL","NULL","outcome_reported|desire|likes|hyper_responsive","TRIED-HELPED","AW-5","EcomXpertz (DFY competitor)","satisfied","NULL","REPORTED_OUTCOME","NULL","NULL","NULL","NULL","NULL; merged_from: PB-01/Q-E-0015"
"Q-E-0002","PB-01/URL-15","PRODUCT_TRUTH","trustpilot","ecomxpertz.com","ecomxpertz.com","Ecomxpertz Reviews","https://www.trustpilot.com/review/ecomxpertz.com","review","https://www.trustpilot.com/review/ecomxpertz.com","Mitch Johnston","2025-03-13","2026-09-24","NULL","NULL","5","Y","[R-PAGE via Exa]","RC-EXA","HV-PB-01","automated my Walmart and Shopify stores","Highly professional team with deep eCommerce expertise! They automated my Walmart and Shopify stores, and I'm now making sales without worrying about inventory or fulfillment.","Highly professional team with deep eCommerce expertise!","NULL","NULL","6","PB-01","CP-05","CP-05","NULL","NULL","NULL","NULL","NULL","NULL","NULL","outcome_reported|desire|likes","TRIED-HELPED","AW-5","EcomXpertz (DFY competitor)","satisfied","NULL","REPORTED_OUTCOME","NULL","NULL","NULL","NULL","NULL; merged_from: PB-01/Q-E-0016"
"Q-E-0003","PB-01/URL-15","PRODUCT_TRUTH","trustpilot","ecomxpertz.com","ecomxpertz.com","Ecomxpertz Reviews","https://www.trustpilot.com/review/ecomxpertz.com","review","https://www.trustpilot.com/review/ecomxpertz.com","David New","2025-03-12","2026-09-24","NULL","NULL","5","Y","[R-PAGE via Exa]","RC-EXA","HV-PB-01","I focus on scaling while they handle the backend","EcomXpertz built my Shopify store and automated everything, from product sourcing to order fulfilment. Now, I focus on scaling while they handle the backend!","EcomXpertz built my Shopify store and automated everything.","NULL","NULL","6","PB-01","CP-05","CP-05","NULL","NULL","NULL","NULL","NULL","NULL","NULL","outcome_reported|desire|likes","TRIED-HELPED","AW-5","EcomXpertz (DFY competitor)","satisfied","NULL","REPORTED_OUTCOME","NULL","NULL","NULL","NULL","NULL; merged_from: PB-01/Q-E-0017"
"Q-E-0004","PB-01/URL-15","PRODUCT_TRUTH","trustpilot","ecomxpertz.com","ecomxpertz.com","Ecomxpertz Reviews","https://www.trustpilot.com/review/ecomxpertz.com","review","https://www.trustpilot.com/review/ecomxpertz.com","Charles Williams","2025-03-11","2026-09-24","NULL","NULL","5","Y","[R-PAGE via Exa]","RC-EXA","HV-PB-01","I just watch my sales grow every month","EcomXpertz set up my Amazon store from scratch, optimized my listings, and automated fulfillment. Now, I just watch my sales grow every month!","EcomXpertz set up my Amazon store from scratch.","NULL","NULL","6","PB-01","CP-05","CP-05","NULL","NULL","NULL","NULL","NULL","NULL","NULL","outcome_reported|desire|likes","TRIED-HELPED","AW-5","EcomXpertz (DFY competitor)","satisfied","NULL","REPORTED_OUTCOME","NULL","NULL","NULL","NULL","NULL; merged_from: PB-01/Q-E-0018"
"Q-E-0005","PB-01/URL-15","PRODUCT_TRUTH","trustpilot","ecomxpertz.com","ecomxpertz.com","Ecomxpertz Reviews","https://www.trustpilot.com/review/ecomxpertz.com","review","https://www.trustpilot.com/review/ecomxpertz.com","Michael Randolph","2025-03-11","2026-09-24","NULL","NULL","5","Y","[R-PAGE via Exa]","RC-EXA","HV-PB-01","my eCommerce business completely hands-free","EcomXpertz made my eCommerce business completely hands-free! From store setup to automation, they handled everything. Now, I earn passive income without managing daily operations.","EcomXpertz made my eCommerce business completely hands-free!","NULL","NULL","6","PB-01","CP-05","CP-05","NULL","NULL","NULL","NULL","NULL","NULL","NULL","outcome_reported|desire|deeper_hope|likes","TRIED-HELPED","AW-5","EcomXpertz (DFY competitor)","satisfied","NULL","REPORTED_OUTCOME","NULL","NULL","NULL","NULL","NULL; merged_from: PB-01/Q-E-0019"
"Q-E-0006","PB-01/URL-15","PRODUCT_TRUTH","trustpilot","ecomxpertz.com","ecomxpertz.com","Ecomxpertz Reviews","https://www.trustpilot.com/review/ecomxpertz.com","review","https://www.trustpilot.com/review/ecomxpertz.com","Errol H.","2026-02-24","2026-09-24","NULL","NULL","1","Y","[R-PAGE via Exa]","RC-EXA","HV-PB-01","They stole $20,000 and have lied to me repeatedly","They stole $20,000 and have lied to me repeatedly about inventory and dates. Not 1 item has been listed for sale in several months. Not 1 promise has been kept. All dates have been missed.","They stole $20,000 and have lied to me repeatedly about inventory and dates.","NULL","NULL","6","PB-01","CP-05","CP-05","NULL","NULL","NULL","NULL","NULL","NULL","NULL","outcome_reported|spend|horror_story|enemy_blame","TRIED-FAILED","AW-5","EcomXpertz (DFY competitor)","dissatisfied","NULL","REPORTED_OUTCOME","NULL","NULL","NULL","NULL","NULL; merged_from: PB-01/Q-E-0020"
"Q-E-0007","PB-01/URL-15","PRODUCT_TRUTH","trustpilot","ecomxpertz.com","ecomxpertz.com","Ecomxpertz Reviews","https://www.trustpilot.com/review/ecomxpertz.com","review","https://www.trustpilot.com/review/ecomxpertz.com","Mark Dargan","2026-02-26","2026-09-24","NULL","NULL","1","Y","[R-PAGE via Exa]","RC-EXA","HV-PB-01","they are not to be trusted with your money","These people paint a rosy picture, but in the end they are not to be trusted with your money. Promises were not kept and they are refusing to pay money that they owe to me. It cost me dearly!","These people paint a rosy picture.","NULL","NULL","6","PB-01","CP-05","CP-05","NULL","NULL","NULL","NULL","NULL","NULL","NULL","outcome_reported|spend|skepticism|enemy_blame","TRIED-FAILED","AW-5","EcomXpertz (DFY competitor)","dissatisfied","NULL","REPORTED_OUTCOME","NULL","NULL","NULL","NULL","NULL; merged_from: PB-01/Q-E-0021"
"Q-E-0008","PB-01/URL-15","PRODUCT_TRUTH","trustpilot","ecomxpertz.com","ecomxpertz.com","Ecomxpertz Reviews","https://www.trustpilot.com/review/ecomxpertz.com","review","https://www.trustpilot.com/review/ecomxpertz.com","trent batty","2025-10-30","2026-09-24","NULL","NULL","1","Y","[R-PAGE via Exa]","RC-EXA","HV-PB-01","They promised the moon, but ... they do not deliver","I would never, ever do business with this company again. They promised the moon, but when it comes right down to it they do not deliver. Everything they sold me and tried to produce fizzled out and ended up costing me lots of money.","I would never, ever do business with this company again.","NULL","NULL","6","PB-01","CP-05","CP-05","NULL","NULL","NULL","NULL","NULL","NULL","NULL","outcome_reported|spend|skepticism|refuses","TRIED-FAILED","AW-5","EcomXpertz (DFY competitor)","dissatisfied","NULL","REPORTED_OUTCOME","NULL","NULL","NULL","NULL","NULL; merged_from: PB-01/Q-E-0022"
"Q-E-0009","PB-01/URL-15","PRODUCT_TRUTH","trustpilot","ecomxpertz.com","ecomxpertz.com","Ecomxpertz Reviews","https://www.trustpilot.com/review/ecomxpertz.com","review","https://www.trustpilot.com/review/ecomxpertz.com","John Matthews","2025-01-08","2026-09-24","NULL","NULL","1","Y","[R-PAGE via Exa]","RC-EXA","HV-PB-01","I had over $2000 worth of inventory","This company scammed me. They returned some of my money but I had over $2000 worth of inventory which was returned to their warehouse per their instructions for a return of the money I paid for it. I have not heard from them.","This company scammed me.","NULL","NULL","6","PB-01","CP-05","CP-05","NULL","NULL","NULL","NULL","NULL","NULL","NULL","outcome_reported|spend|horror_story|enemy_blame","TRIED-FAILED","AW-5","EcomXpertz (DFY competitor)","dissatisfied","NULL","REPORTED_OUTCOME","NULL","NULL","NULL","NULL","NULL; merged_from: PB-01/Q-E-0023"
"Q-E-0010","PB-01/URL-16","PRODUCT_TRUTH","trustpilot","nn-dfysuccess.com","nn-dfysuccess.com","DONE FOR YOU® Reviews","https://www.trustpilot.com/review/nn-dfysuccess.com","review","https://www.trustpilot.com/review/nn-dfysuccess.com","Edilma Fields","2024-06-17","2026-09-24","NULL","NULL","1","Y","[R-PAGE via Exa]","RC-EXA","HV-PB-01","paid $69 and an additional $169... not one sale","I started my Shopify store, but after my store was online, I Never received any help to bring visitors to my store, I paid $69 and an additional $169, I tried contacting them but never received any help other than adding the store online, 1 month and not one sale.","I started my Shopify store, but after my store was online.","NULL","NULL","6","PB-01","CP-05","CP-05","NULL","NULL","NULL","NULL","NULL","NULL","NULL","outcome_reported|spend|objection|pain|hyper_responsive","TRIED-FAILED","AW-5","DONE FOR YOU (DFY competitor)","dissatisfied","NULL","REPORTED_OUTCOME","NULL","NULL","NULL","NULL","NULL; merged_from: PB-01/Q-E-0024"
"Q-Y-0001","PB-01/URL-20","MARKET_VOC","youtube_search","YouTube","wSQLr6dmx38","I Paid Fiverr Experts $575 to Build Shopify Stores | Here's What Happened","https://www.youtube.com/watch?v=wSQLr6dmx38","transcript","https://www.youtube.com/watch?v=wSQLr6dmx38","Kevin - Financial Tutor","~2023 (3y ago, relative)","2026-09-24","NULL","NULL","NULL","Y","[R-PAGE]","RC-YTX","HV-PB-01","why not pay Shopify expert to create my very own store","I tried starting three Shopify stores over the last three years... but I never been profitable with any of them. For the longest time I had an idea why not pay Shopify expert to create my very own store, pick winning products and let that easy money start coming in.","I bought three gigs on Fiverr to create brand new profitable Shopify stores for me.","NULL","NULL","7","PB-01","CP-05","CP-05","NULL","NULL","NULL","NULL","NULL","NULL","NULL","failed_solution|desire|spend|belief","TRIED-FAILED","AW-4","a DFY/pre-built Shopify store offer","veteran","tried DIY 3x, then paid Fiverr experts for 3 stores","VERBATIM_VOC","NULL","NULL","NULL","NULL","NULL; merged_from: PB-01/Q-Y-0025"
"Q-Y-0002","PB-01/URL-20","MARKET_VOC","youtube_search","YouTube","wSQLr6dmx38","I Paid Fiverr Experts $575 to Build Shopify Stores | Here's What Happened","https://www.youtube.com/watch?v=wSQLr6dmx38","transcript","https://www.youtube.com/watch?v=wSQLr6dmx38","Kevin - Financial Tutor","~2023 (3y ago, relative)","2026-09-24","NULL","NULL","NULL","Y","[R-PAGE]","RC-YTX","HV-PB-01","we ended up losing 1,646 dollars","We received a grand total of one sale for a total of nearly $48... we ended up losing 575 on this third and final Shopify store... I actually ended up losing a thousand six hundred and forty six dollars to do so.","So all in all was buying a Shopify store on Fiverr a guaranteed way to start a profitable Shopify store, absolutely not.","NULL","NULL","7","PB-01","CP-05","CP-05","NULL","NULL","NULL","NULL","NULL","NULL","NULL","outcome_reported|spend|horror_story","TRIED-FAILED","AW-4","a DFY/pre-built Shopify store offer","NULL","spent $575 across 3 Fiverr stores, lost $1,646 net","VERBATIM_VOC","NULL","NULL","NULL","NULL","NULL; merged_from: PB-01/Q-Y-0026"
"Q-Y-0003","PB-01/URL-21b","MARKET_VOC","youtube_search","YouTube","JS2lX1FFAVs","I Bought And Tested A Shopify Store From Fiverr For 24H","https://www.youtube.com/watch?v=JS2lX1FFAVs","transcript","https://www.youtube.com/watch?v=JS2lX1FFAVs","Marko","~2024 (1y ago, relative)","2026-09-24","NULL","NULL","NULL","Y","[R-PAGE]","RC-YTX","HV-PB-01","to see if it's worth paying someone on Fiverr","We're going to be paying someone on Fiverr to create a Shopify store for us. And then we're going to be running some ads to it to see if we can get some sales with it and to see if it's worth paying someone on Fiverr to build a store for you in the first place.","Hey guys, what's going on? Welcome back to a new video.","NULL","NULL","7","PB-01","CP-05","CP-05","NULL","NULL","NULL","NULL","NULL","NULL","NULL","desire|spend|curiosity|hyper_responsive","CONSIDERING","AW-4","a DFY/pre-built Shopify store offer","NULL","testing whether paying for a DFY store is worth it","VERBATIM_VOC","NULL","NULL","NULL","NULL","NULL; merged_from: PB-01/Q-Y-0027"
"Q-Y-0004","PB-01/URL-uCubamN3o4o","MARKET_VOC","youtube_search","YouTube","uCubamN3o4o","Buying PRE BUILT SHOPIFY store from ADSELLR | Website Review","https://www.youtube.com/watch?v=uCubamN3o4o","transcript","https://www.youtube.com/watch?v=uCubamN3o4o","LUCAS MINT","~2022 (4y ago, relative)","2026-09-24","NULL","NULL","NULL","Y","[R-PAGE]","RC-YTX","HV-PB-01","you know, the pitch is almost always the same","I'm sure you guys have seen the ads online for pre-built shopify stores right like the pitch is almost always the same so for an initial investment you know they're going to create a branded shopify store for you right.","Okay so I'm sure you guys have seen the ads online for pre-built shopify stores.","NULL","NULL","7","PB-01","CP-05","CP-05","NULL","NULL","NULL","NULL","NULL","NULL","NULL","belief|skepticism","NULL","AW-4","a DFY/pre-built Shopify store offer","NULL","frames DFY-store ads as a recognizable, repeated pitch","VERBATIM_VOC","NULL","NULL","NULL","NULL","NULL; merged_from: PB-01/Q-Y-0028"
